Name,Owner,Category,District,Province,Location
22. ZNFPC ,Pvt. ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
23. J. Ziyaphapha ,Govt. ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
24. Prison  ,Govt. ,clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
25. Stanmore ,Govt. ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
26. Collen Bawn ,Mine ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
17. Sitezi ,RDC ,clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
18. Dwala ,Govt. ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
19. Lushongwe ,Govt. ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
20. J.M. Nkomo ,Govt. ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
1. Maphisa ,Govt. ,District hosp. ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
2. Kezi ,Govt. ,Rural Hosp. ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
3. Matopo ,Govt. ,Rural Hosp ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
4. Tshelanyemba ,Mission ,Rural Hosp. ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
5. St. Joseph ,Mission ,Rural Hosp. ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
6. Matopo ,Mission ,Clinic ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
7. Reps  (Educ.) ,Govt. ,Clinic ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
8. Homestead ,Govt. ,RHC ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
9. Sankonjana ,Govt. ,RHC ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
10. Beula-Seula ,Govt. ,RHC ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
11. Natasi ,Govt. ,RHC ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
12. Mbembeswana ,RDC ,Clinic ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
13. Bazha ,Mission ,Clinic ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
14. Gulathi ,Govt. ,RHC ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
15. Ekukhanyeni ,Govt. ,RHC ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
16. Hlekweni ,RDC ,Clinic ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
17. Matopo  ,RDC ,Clinic ,Kezi Matopo District ,MATABELELAND SOUTH PROVINCE ,Africa
1. Filabusi ,Govt. ,District hosp. ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
2. Avoca ,Govt. ,Rural Hosp. ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
3. Shangani ,Govt. ,Rural hosp ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
4. Wanezi ,Mission ,Rural hosp. ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
5. Gwatemba ,Govt. ,RHC ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
6. Singwango ,RDC ,Clinic ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
7. Epoch ,Mine ,Clinic ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
8. Shangani ,Mine ,Clinic ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
9. Sanale ,Govt. ,RHC ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
10. Mabuze ,Govt. ,RHC ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
11. Nyamime ,Govt. ,RHC ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
12. Insiza ,Govt. ,RHc ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
13. Nkankezi ,Govt. ,RHC ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
14. Zhulube ,RDC ,Clinic ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
15. Singwambizi ,RDC ,Clinic ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
16. Kombo ,Govt. ,Clinic ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
17. Mpalawani ,Govt. ,Clinic ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
18.Montrose Clinic ,Govt. ,,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
19. Saphola ,Govt. ,Clinic ,Insiza District ,MATABELELAND SOUTH PROVINCE ,Africa
1. Esigodini ,Govt. ,District Hosp. ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
2. Nhlangano ,RDC ,Clinic ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
3. Habane ,RDC ,Clinic ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
4. How Mine ,Mine ,Clinic ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
5. Mbalabala (ZNA) ,Govt. ,Clinic ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
6. Kumbudzi  ,Govt. ,RHC ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
7. Mbizingwe ,Govt. ,RHC ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
8. Irisvale ,Govt. ,Clinic ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
9. Mawabeni ,RDC ,Clinic ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
10. Esibomvu ,RDC ,Clinic ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
11. Mhlamhlandlela ,RDC ,Clinic ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
12. Nswazi ,RDC ,Clinic ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
13. Ntshamate ,RDC ,Clinic ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
14. Mpisini ,RDC ,Clinic ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
15. Zimbili ,Govt. ,Clinic ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
16. Ntabenende ,Govt. ,Clinic. ,Umzingwane District ,MATABELELAND SOUTH PROVINCE ,Africa
1. Mvuma ,Govt. ,District Hosp. ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
2. St. Theresa ,Mission ,Rural hosp. ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
3. Driefontein ,Mission ,Rural hosp. ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
4. Muvonde ,Mission. ,Rural hosp. ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
5. Chaka ,Govt. ,RHC ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
6. Chengwena ,RDC ,RHC ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
7. Chizhou ,Govt. ,RHC ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
8. Denhere ,RDC ,RHC ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
9. Guramatunhu ,RDC ,RHC ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
10. Hama ,RDC ,RHC ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
11. Holy Cross ,Mission ,RHC ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
12. Lalapanzi ,RDC ,RHC ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
13. Lybwood ,Govt. ,RHC ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
14. Nyautonge ,Govt. ,RHC ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
15. Siyahokwe ,RDC ,RHC ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
16. Nyikavanhu ,Govt ,RHC ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
17. Athens  ,Pvt. ,Clinic ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
18. Mtao Forest ,Pvt. ,Clinic ,Chirumanzu District ,MIDLANDS PROVINCE ,Africa
1. Gokwe South ,Govt. ,District hosp. ,Gokwe District ,MIDLANDS PROVINCE ,Africa
2. Chemahororo ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
3. Cheziya ,RDC ,Clinic ,Gokwe District ,MIDLANDS PROVINCE ,Africa
4. Chireya ,Mission ,Rural hosp. ,Gokwe District ,MIDLANDS PROVINCE ,Africa
5. Chitave ,RDC ,Clinic ,Gokwe District ,MIDLANDS PROVINCE ,Africa
6. Denda ,Mission ,Clinic ,Gokwe District ,MIDLANDS PROVINCE ,Africa
7. Gawa ,RDC ,Clinic ,Gokwe District ,MIDLANDS PROVINCE ,Africa
8. Goredema ,RDC ,Clinic ,Gokwe District ,MIDLANDS PROVINCE ,Africa
9. Gumunyu ,RDC ,Clinic ,Gokwe District ,MIDLANDS PROVINCE ,Africa
10. Gwanyika ,Govt. ,Clinic ,Gokwe District ,MIDLANDS PROVINCE ,Africa
11. Huchu ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
12. Jiri ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
13. Kadzidirire ,Govt. ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
14. Kahobo ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
15. Kana ,Mission ,Rural hosp. ,Gokwe District ,MIDLANDS PROVINCE ,Africa
16. Krima ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
17. Kuwirirana ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
18. Madzivazvido ,Govt. ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
19. Mangidhi ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
20. Manoti ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
21. Manyoni ,Mission ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
22. Mashame ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
23. Masuka ,RDc ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
24. Mateme ,Mission ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
25. Mateta ,Govt. ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
26. Mkoba ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
27. Msala ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
28. Mtange ,Mission ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
29. Mtora ,Mission ,Rural hosp. ,Gokwe District ,MIDLANDS PROVINCE ,Africa
30. Musadzi ,Govt. ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
31. Musita ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
32. Nenyunga ,Mission ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
33. Norah ,Govt. ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
34.Nyamhunga RHC ,Govt. ,,Gokwe District ,MIDLANDS PROVINCE ,Africa
35. Nyanje ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
36. Rubatsiro ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
37. Sai ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
38. Sasane ,Mission ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
39. Simshembo ,Govt. ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
40. Svisvi ,RDc ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
41. Tanana ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
42. Tongwe ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
43. Tsungai ,Govt. ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
44. Vumba ,RDC ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
45. Zhamba ,RDC ,RHc ,Gokwe District ,MIDLANDS PROVINCE ,Africa
46. Zhomba ,Govt. ,RHC ,Gokwe District ,MIDLANDS PROVINCE ,Africa
1. Gweru ,Govt. ,Provincial Hosp. ,Gweru District ,MIDLANDS PROVINCE ,Africa
2.Chiundura RHC ,RDC ,,Gweru District ,MIDLANDS PROVINCE ,Africa
3. Gunde ,Govt. ,RHC ,Gweru District ,MIDLANDS PROVINCE ,Africa
4. Kabanga ,RDC ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
5. Lower Gweru ,Mission ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
6. Maboleni ,RDC ,RHC ,Gweru District ,MIDLANDS PROVINCE ,Africa
7. Madhikane ,RDC ,RHC ,Gweru District ,MIDLANDS PROVINCE ,Africa
8. Magwande  ,Govt. ,RHC ,Gweru District ,MIDLANDS PROVINCE ,Africa
9. Makepesi ,RDC ,RHC ,Gweru District ,MIDLANDS PROVINCE ,Africa
10. Masvori ,Govt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
11. Nkululeko ,Govt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
12. Ntabahlope ,RDC ,RHC ,Gweru District ,MIDLANDS PROVINCE ,Africa
13. Nyama ,RDC ,RHC ,Gweru District ,MIDLANDS PROVINCE ,Africa
14. St. Patricks ,Mission ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
15. Somabhula ,RDC ,RHC ,Gweru District ,MIDLANDS PROVINCE ,Africa
16. Vungu ,RDC ,RHC ,Gweru District ,MIDLANDS PROVINCE ,Africa
17. Child Welfare ,Municipality  ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
18. Totonga ,‰Û÷‰Ûª             ‰Û÷‰Ûª ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
19. Infectious Disease ,‰Û÷‰Ûª             ‰Û÷‰Ûª ,Hospital ,Gweru District ,MIDLANDS PROVINCE ,Africa
20. Ward 1 ,‰Û÷‰Ûª              ‰Û÷‰Ûª ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
21. Mkoba 1 ,‰Û÷‰Ûª              ‰Û÷‰Ûª ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
22. Mkoba ,‰Û÷‰Ûª              ‰Û÷‰Ûª ,Polyclinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
23. Ivene ,‰Û÷‰Ûª              ‰Û÷‰Ûª ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
24.  Monomutapa ,‰Û÷‰Ûª              ‰Û÷‰Ûª ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
25. Fletcher High School ,Govt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
26. Mkoba Teachers ,,Clinic Govt. ,Gweru District ,MIDLANDS PROVINCE ,Africa
College ,,,Gweru District ,MIDLANDS PROVINCE ,Africa
27. ZRP ,Govt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
28. Whawha ,Govt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
29. Connemara ,Govt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
30. MSU ,Govt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
31. Senga ,Municipality ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
32. Bata ,Pvt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
33. CSC ,Pvt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
34. Dabuka ,Pvt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
35. Dairy Board ,Pvt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
36. Kariba  ,Pvt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
37. Railways ,Pvt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
38. Zim. Alloys ,Pvt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
39. Zimbabwe Castings ,Pvt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
40. Zimglass ,Pvt. ,Clinic ,Gweru District ,MIDLANDS PROVINCE ,Africa
1. Kwekwe ,Govt. ,District Hosp. ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
2. Dambridge ,RDC ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
3. Denhere ,Govt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
4. Dinjane ,RDC ,RHC ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
5. Donsa ,Govt. ,RHC ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
6. Jackson ,RDC ,RHC ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
7. Malisa Josepha ,RDC ,RHC ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
8. Malisa Zhombe ,RDC ,RHC ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
9. Mayoca ,RDC ,RHC ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
10. Mazebe ,Govt. ,RHC ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
11. Mlezu ,Govt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
12. Mpinda ,RDC ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
13. Msilahobe ,Govt. ,RHC ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
14. Ntabane ,RDC ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
15. Samambwa ,RDC ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
16. Sengwazi ,RDC ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
17. Sherwood ,RDC ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
18. Sidakeni ,RDC ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
19. Silobela ,Govt. ,Rural hosp. ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
20. Simana ,RDC ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
21. Zhombe ,Mission ,Rural Hosp. ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
22. Torwood ,Pvt. ,Hospital ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
23.  Mazebe ,Govt. ,RHC ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
24. Nyoni ,Govt. ,RHC ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
25. Mlezu ,Govt. ,RHC ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
26. Donjuan ,RDC ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
27.  Gomola ,RDC ,RHC ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
28. Rutendo ,Municipality ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
28. Sebakwe ,Municipality ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
29. Amaveni ,Municipality ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
30. Mbiza A ,‰ÛÏ             ‰Û÷‰Ûª ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
31. Mbizo B ,‰Û÷‰Ûª             ‰Û÷‰Ûª ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
32.  Al Davies ,‰Û÷‰Ûª             ‰Û÷‰Ûª    ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
33. Commoner ,Pvt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
34. Gaika ,Pvt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
35. Globe and Phoenix ,Pvt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
36. Jena Mines ,Pvt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
37. Lancashire ,Pvt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
38. Medical Centre ,Pvt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
39. Redcliff ,Pvt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
40. Rio Tinto  ,Pvt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
41.Sables Clinic ,Pvt. ,,Kwekwe District ,MIDLANDS PROVINCE ,Africa
42. Tiger Reef ,Pvt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
43. Munyati ,Pvt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
44. Torsteel ,Pvt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
45. Zimasco ,Pvt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
46. Zim. Wire  & Rods ,Pvt. ,,Kwekwe District ,MIDLANDS PROVINCE ,Africa
Zisco Works ,Pvt. ,Clinic ,Kwekwe District ,MIDLANDS PROVINCE ,Africa
1. Mberengwa ,Govt. ,Rural Hosp. ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
2. Bonda ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
3. Chabwira ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
4. Chidembeko ,Govt. ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
5. Chingezi ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
6. Gwarava ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
7. Imbahuru ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
8. Ingezi ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
9. Jeka ,Govt. ,Rural hosp. ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
10. Kotokwe ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
11. Makuwerere ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
12. Masase ,Mission ,Rural Hosp. ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
13. Mataga ,Govt. ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
14. Mavorowondo ,Govt. ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
15. Maziofa ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
16. Mnene ,Mission ,Designated Dist. Hosp. ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
17. Mpongane ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
18. Mposi ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
19. Muketi ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
20. Murongwe ,Govt. ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
21. Musume ,Mission ,Rural Hosp.  ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
22. Mwanezi ,Govt. ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
23. Negobe ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
24. Ngungubane ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
25. Svita ,RDC ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
26. Vurasha ,Govt. ,RHC ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
27. Buchwa ,Mine ,Clinic ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
28. C Mine ,Mine ,Clinic ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
29. Sandawana ,Mine ,Clinic ,Mberengwa District ,MIDLANDS PROVINCE ,Africa
1. Shurugwi ,Govt. ,District Hosp. ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
2. Banga ,Govt. ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
3. Chikato ,Govt. ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
4. Chikwingwizha ,Mission ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
5. Chitora ,RDC ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
6. Gundura ,RDC ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
7. Gwanza ,Govt. ,Clinic ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
8. Hanke ,Mission ,Clinic ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
9. Jobolinko ,RDC ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
10. Marishongwe ,Govt. ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
11. Mazibisa ,Govt. ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
12. Nhema ,RDC ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
13. Pakame ,Mission ,Clinic ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
14. Rockford ,RDC ,Clinic ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
15. Rusike ,Govt. ,Clinic ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
16. Tana ,Govt. ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
17. Tokwe ,Govt. ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
18. Tongogara ,RDC ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
19. Utete ,RDC ,Clinic ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
20. Zvamabande ,Govt. ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
21. Zvarota ,Govt. ,RHC ,Shurugwi District ,MIDLANDS PROVINCE ,Africa
1. Zvishavane ,Govt. ,District Hosp. ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
2. Chenhunguru ,Govt. ,RHC ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
3. Gudo ,RDC ,RHC ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
4. Lundi ,Govt. ,Rural Hosp. ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
5. Mabasa ,RDC ,RHC ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
6. Maketo ,Govt. ,RHC ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
7. Mapanzure ,RDC ,RHC ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
8. Matenda ,Govt. ,RHC ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
9. Murowa ,RDC ,RHC ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
10. Mutambi ,RDC ,RHC ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
11. Tokwe ,RDC ,RHC ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
12. Vungwi ,RDC ,RHC ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
13. Vukuzenzele ,Govt. ,RHC ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
14. Dayadaya ,Pvt. ,Clinic ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
15. Kandono ,Pvt. ,Clinic ,Zvishavane District ,MIDLANDS PROVINCE ,Africa
